	0	1	2	3
2584	COG2923		J	Translation, ribosomal structure and biogenesis
2585	COG2924		P	Inorganic ion transport and metabolism
2586	COG2924		O	Posttranslational modification, protein turnover, chaperones
2587	COG2925		L	Replication, recombination and repair
2588	COG2926		S	Function unknown
2589	COG2927		L	Replication, recombination and repair
2590	COG2928		S	Function unknown
2591	COG2929		S	Function unknown
2592	COG2930		I	Lipid transport and metabolism
2593	COG2931		Q	Secondary metabolites biosynthesis, transport and catabolism
2594	COG2932		X	Mobilome: prophages, transposons
2595	COG2933	23S rRNA modification	J	Translation, ribosomal structure and biogenesis
2596	COG2935		O	Posttranslational modification, protein turnover, chaperones
2597	COG2936		R	General function prediction only
2598	COG2937	Phospholipid biosynthesis	I	Lipid transport and metabolism
2599	COG2938		O	Posttranslational modification, protein turnover, chaperones
2600	COG2939		E	Amino acid transport and metabolism
2601	COG2940		R	General function prediction only
2602	COG2941	Ubiquinone biosynthesis	H	Coenzyme transport and metabolism
2603	COG2942		G	Carbohydrate transport and metabolism
2604	COG2943		M	Cell wall/membrane/envelope biogenesis
2605	COG2943		G	Carbohydrate transport and metabolism
2606	COG2944		K	Transcription
2607	COG2945		R	General function prediction only
2608	COG2946		L	Replication, recombination and repair
2609	COG2947		R	General function prediction only
2610	COG2948		U	Intracellular trafficking, secretion, and vesicular transport
2611	COG2949		M	Cell wall/membrane/envelope biogenesis
2612	COG2951		M	Cell wall/membrane/envelope biogenesis
2613	COG2952		S	Function unknown
2614	COG2954		R	General function prediction only
2615	COG2956		M	Cell wall/membrane/envelope biogenesis
2616	COG2957		E	Amino acid transport and metabolism
2617	COG2958		S	Function unknown
2618	COG2959		R	General function prediction only
2619	COG2960		H	Coenzyme transport and metabolism
2620	COG2961	23S rRNA modification	J	Translation, ribosomal structure and biogenesis
2621	COG2962		R	General function prediction only
2622	COG2963		X	Mobilome: prophages, transposons
2623	COG2964		K	Transcription
2624	COG2965		L	Replication, recombination and repair
2625	COG2966		S	Function unknown
2626	COG2967		P	Inorganic ion transport and metabolism
2627	COG2968		S	Function unknown
2628	COG2969		O	Posttranslational modification, protein turnover, chaperones
2629	COG2971		G	Carbohydrate transport and metabolism
2630	COG2972		T	Signal transduction mechanisms
2631	COG2973		K	Transcription
2632	COG2974		L	Replication, recombination and repair
2633	COG2975		O	Posttranslational modification, protein turnover, chaperones
2634	COG2976		T	Signal transduction mechanisms
2635	COG2977		Q	Secondary metabolites biosynthesis, transport and catabolism
2636	COG2978		H	Coenzyme transport and metabolism
2637	COG2979		S	Function unknown
2638	COG2980		M	Cell wall/membrane/envelope biogenesis
2639	COG2981		E	Amino acid transport and metabolism
2640	COG2981		P	Inorganic ion transport and metabolism
2641	COG2982		M	Cell wall/membrane/envelope biogenesis
2642	COG2983		R	General function prediction only
2643	COG2984		R	General function prediction only
2644	COG2985		R	General function prediction only
2645	COG2986		E	Amino acid transport and metabolism
2646	COG2987		E	Amino acid transport and metabolism
2647	COG2988		E	Amino acid transport and metabolism
2648	COG2989		M	Cell wall/membrane/envelope biogenesis
2649	COG2990		S	Function unknown
2650	COG2991	Na+-translocating NADH dehydrogenase	C	Energy production and conversion
2651	COG2991	Na+-translocating NADH dehydrogenase	O	Posttranslational modification, protein turnover, chaperones
2652	COG2992		R	General function prediction only
2653	COG2993		C	Energy production and conversion
2654	COG2994		O	Posttranslational modification, protein turnover, chaperones
2655	COG2995		M	Cell wall/membrane/envelope biogenesis
2656	COG2996		R	General function prediction only
2657	COG2998		P	Inorganic ion transport and metabolism
2658	COG2999		O	Posttranslational modification, protein turnover, chaperones
2659	COG3000		I	Lipid transport and metabolism
2660	COG3001		G	Carbohydrate transport and metabolism
2661	COG3002		C	Energy production and conversion
2662	COG3004		C	Energy production and conversion
2663	COG3004		P	Inorganic ion transport and metabolism
2664	COG3005		C	Energy production and conversion
2665	COG3006		D	Cell cycle control, cell division, chromosome partitioning
2666	COG3007		I	Lipid transport and metabolism
2667	COG3008		M	Cell wall/membrane/envelope biogenesis
2668	COG3009		M	Cell wall/membrane/envelope biogenesis
2669	COG3010		G	Carbohydrate transport and metabolism
2670	COG3011		R	General function prediction only
2671	COG3012		S	Function unknown
2672	COG3013		S	Function unknown
2673	COG3014		S	Function unknown
2674	COG3015		M	Cell wall/membrane/envelope biogenesis
2675	COG3015		V	Defense mechanisms
2676	COG3016		R	General function prediction only
2677	COG3017		M	Cell wall/membrane/envelope biogenesis
2678	COG3018		N	Cell motility
2679	COG3019		S	Function unknown
2680	COG3021		R	General function prediction only
2681	COG3022		L	Replication, recombination and repair
2682	COG3023		M	Cell wall/membrane/envelope biogenesis
2683	COG3024		L	Replication, recombination and repair
2684	COG3025		P	Inorganic ion transport and metabolism
2685	COG3026		T	Signal transduction mechanisms
2686	COG3027		D	Cell cycle control, cell division, chromosome partitioning
2687	COG3028		J	Translation, ribosomal structure and biogenesis
2688	COG3029		C	Energy production and conversion
2689	COG3030		R	General function prediction only
2690	COG3031		U	Intracellular trafficking, secretion, and vesicular transport
2691	COG3033		E	Amino acid transport and metabolism
2692	COG3034		M	Cell wall/membrane/envelope biogenesis
2693	COG3036		J	Translation, ribosomal structure and biogenesis
2694	COG3037		G	Carbohydrate transport and metabolism
2695	COG3038		C	Energy production and conversion
2696	COG3039		X	Mobilome: prophages, transposons
2697	COG3040		M	Cell wall/membrane/envelope biogenesis
2698	COG3041		J	Translation, ribosomal structure and biogenesis
2699	COG3041		V	Defense mechanisms
2700	COG3042		R	General function prediction only
2701	COG3043		C	Energy production and conversion
2702	COG3043		P	Inorganic ion transport and metabolism
2703	COG3044		R	General function prediction only
2704	COG3045		T	Signal transduction mechanisms
2705	COG3046		R	General function prediction only
2706	COG3047		M	Cell wall/membrane/envelope biogenesis
2707	COG3048		E	Amino acid transport and metabolism
2708	COG3049		M	Cell wall/membrane/envelope biogenesis
2709	COG3049		R	General function prediction only
2710	COG3050		L	Replication, recombination and repair
2711	COG3051		C	Energy production and conversion
2712	COG3052		C	Energy production and conversion
2713	COG3053		C	Energy production and conversion
2714	COG3054		R	General function prediction only
2715	COG3055		M	Cell wall/membrane/envelope biogenesis
2716	COG3056		S	Function unknown
2717	COG3057		L	Replication, recombination and repair
2718	COG3058		C	Energy production and conversion
2719	COG3058		O	Posttranslational modification, protein turnover, chaperones
2720	COG3059		V	Defense mechanisms
2721	COG3060		K	Transcription
2722	COG3060		E	Amino acid transport and metabolism
2723	COG3061		D	Cell cycle control, cell division, chromosome partitioning
2724	COG3062		O	Posttranslational modification, protein turnover, chaperones
2725	COG3063		N	Cell motility
2726	COG3063		W	Extracellular structures
2727	COG3064		M	Cell wall/membrane/envelope biogenesis
2728	COG3065		M	Cell wall/membrane/envelope biogenesis
2729	COG3066		L	Replication, recombination and repair
2730	COG3067		C	Energy production and conversion
2731	COG3067		P	Inorganic ion transport and metabolism
2732	COG3068		S	Function unknown
2733	COG3069		C	Energy production and conversion
2734	COG3070		K	Transcription
2735	COG3071		S	Function unknown
2736	COG3072		T	Signal transduction mechanisms
2737	COG3073		T	Signal transduction mechanisms
2738	COG3074		D	Cell cycle control, cell division, chromosome partitioning
2739	COG3075		E	Amino acid transport and metabolism
2740	COG3076		J	Translation, ribosomal structure and biogenesis
2741	COG3077		V	Defense mechanisms
2742	COG3078		J	Translation, ribosomal structure and biogenesis
2743	COG3079		S	Function unknown
2744	COG3080		C	Energy production and conversion
2745	COG3081		L	Replication, recombination and repair
2746	COG3082		S	Function unknown
2747	COG3083		M	Cell wall/membrane/envelope biogenesis
2748	COG3083		T	Signal transduction mechanisms
2749	COG3084		S	Function unknown
2750	COG3085		S	Function unknown
2751	COG3086		T	Signal transduction mechanisms
2752	COG3087		D	Cell cycle control, cell division, chromosome partitioning
2753	COG3088		C	Energy production and conversion
2754	COG3088		O	Posttranslational modification, protein turnover, chaperones
2755	COG3089		S	Function unknown
2756	COG3090		G	Carbohydrate transport and metabolism
2757	COG3091		R	General function prediction only
2758	COG3092		S	Function unknown
2759	COG3093		V	Defense mechanisms
2760	COG3094		S	Function unknown
2761	COG3095		D	Cell cycle control, cell division, chromosome partitioning
2762	COG3096		D	Cell cycle control, cell division, chromosome partitioning
2763	COG3097		S	Function unknown
2764	COG3098		S	Function unknown
2765	COG3099		S	Function unknown
2766	COG3100		S	Function unknown
2767	COG3101		J	Translation, ribosomal structure and biogenesis
2768	COG3102		R	General function prediction only
2769	COG3103		R	General function prediction only
2770	COG3104		E	Amino acid transport and metabolism
2771	COG3105		S	Function unknown
2772	COG3106		T	Signal transduction mechanisms
2773	COG3107		M	Cell wall/membrane/envelope biogenesis
2774	COG3108		S	Function unknown
2775	COG3109		T	Signal transduction mechanisms
2776	COG3110		S	Function unknown
2777	COG3111		S	Function unknown
2778	COG3112		S	Function unknown
2779	COG3113		M	Cell wall/membrane/envelope biogenesis
2780	COG3114		U	Intracellular trafficking, secretion, and vesicular transport
2781	COG3115		D	Cell cycle control, cell division, chromosome partitioning
2782	COG3116		D	Cell cycle control, cell division, chromosome partitioning
2783	COG3117		M	Cell wall/membrane/envelope biogenesis
2784	COG3118		O	Posttranslational modification, protein turnover, chaperones
2785	COG3119		P	Inorganic ion transport and metabolism
2786	COG3120		L	Replication, recombination and repair
2787	COG3121		W	Extracellular structures
2788	COG3122		S	Function unknown
2789	COG3123		F	Nucleotide transport and metabolism
2790	COG3124		I	Lipid transport and metabolism
2791	COG3125		C	Energy production and conversion
2792	COG3126		S	Function unknown
2793	COG3127		Q	Secondary metabolites biosynthesis, transport and catabolism
2794	COG3128		R	General function prediction only
2795	COG3129	23S rRNA modification	J	Translation, ribosomal structure and biogenesis
2796	COG3130		J	Translation, ribosomal structure and biogenesis
2797	COG3131		M	Cell wall/membrane/envelope biogenesis
2798	COG3132		S	Function unknown
2799	COG3133		M	Cell wall/membrane/envelope biogenesis
2800	COG3134		S	Function unknown
2801	COG3135		Q	Secondary metabolites biosynthesis, transport and catabolism
2802	COG3136		S	Function unknown
2803	COG3137		M	Cell wall/membrane/envelope biogenesis
2804	COG3138		E	Amino acid transport and metabolism
2805	COG3139		S	Function unknown
2806	COG3140		S	Function unknown
2807	COG3141		L	Replication, recombination and repair
2808	COG3142		P	Inorganic ion transport and metabolism
2809	COG3143		N	Cell motility
2810	COG3143		T	Signal transduction mechanisms
2811	COG3144		N	Cell motility
2812	COG3145		L	Replication, recombination and repair
2813	COG3146		R	General function prediction only
2814	COG3147		D	Cell cycle control, cell division, chromosome partitioning
2815	COG3148		J	Translation, ribosomal structure and biogenesis
2816	COG3149		U	Intracellular trafficking, secretion, and vesicular transport
2817	COG3150		R	General function prediction only
2818	COG3151		S	Function unknown
2819	COG3152		S	Function unknown
2820	COG3153		R	General function prediction only
2821	COG3154		H	Coenzyme transport and metabolism
2822	COG3155		V	Defense mechanisms
2823	COG3156		U	Intracellular trafficking, secretion, and vesicular transport
2824	COG3157		U	Intracellular trafficking, secretion, and vesicular transport
2825	COG3158		P	Inorganic ion transport and metabolism
2826	COG3159		S	Function unknown
2827	COG3160		K	Transcription
2828	COG3161	Ubiquinone biosynthesis	H	Coenzyme transport and metabolism
2829	COG3162		S	Function unknown
2830	COG3164		S	Function unknown
2831	COG3165		H	Coenzyme transport and metabolism
2832	COG3166		N	Cell motility
2833	COG3166		W	Extracellular structures
2834	COG3167		N	Cell motility
2835	COG3167		W	Extracellular structures
2836	COG3168		N	Cell motility
2837	COG3168		W	Extracellular structures
2838	COG3169		S	Function unknown
2839	COG3170		N	Cell motility
2840	COG3170		W	Extracellular structures
2841	COG3171		S	Function unknown
2842	COG3172	NAD biosynthesis	H	Coenzyme transport and metabolism
2843	COG3173		R	General function prediction only
2844	COG3174		P	Inorganic ion transport and metabolism
2845	COG3175		C	Energy production and conversion
2846	COG3175		O	Posttranslational modification, protein turnover, chaperones
2847	COG3176		R	General function prediction only
2848	COG3177		K	Transcription
2849	COG3178		R	General function prediction only
2850	COG3179		G	Carbohydrate transport and metabolism
2851	COG3180		R	General function prediction only
2852	COG3181		C	Energy production and conversion
2853	COG3182		S	Function unknown
2854	COG3183		V	Defense mechanisms
2855	COG3184		S	Function unknown
2856	COG3185		E	Amino acid transport and metabolism
2857	COG3185		R	General function prediction only
2858	COG3186		E	Amino acid transport and metabolism
2859	COG3187		O	Posttranslational modification, protein turnover, chaperones
2860	COG3188		N	Cell motility
2861	COG3188		W	Extracellular structures
2862	COG3189		S	Function unknown
2863	COG3190		N	Cell motility
2864	COG3191		E	Amino acid transport and metabolism
2865	COG3192		E	Amino acid transport and metabolism
2866	COG3193		T	Signal transduction mechanisms
2867	COG3194		F	Nucleotide transport and metabolism
2868	COG3195		F	Nucleotide transport and metabolism
2869	COG3196		R	General function prediction only
2870	COG3197		O	Posttranslational modification, protein turnover, chaperones
2871	COG3198		S	Function unknown
2872	COG3199		F	Nucleotide transport and metabolism
2873	COG3200	Aromatic amino acid biosynthesis	E	Amino acid transport and metabolism
2874	COG3201		H	Coenzyme transport and metabolism
2875	COG3202		C	Energy production and conversion
2876	COG3203		M	Cell wall/membrane/envelope biogenesis
2877	COG3204		R	General function prediction only
2878	COG3205		S	Function unknown
2879	COG3206		M	Cell wall/membrane/envelope biogenesis
2880	COG3207		Q	Secondary metabolites biosynthesis, transport and catabolism
2881	COG3208		Q	Secondary metabolites biosynthesis, transport and catabolism
2882	COG3209		R	General function prediction only
2883	COG3210		U	Intracellular trafficking, secretion, and vesicular transport
2884	COG3211		R	General function prediction only
2885	COG3212		O	Posttranslational modification, protein turnover, chaperones
2886	COG3213		T	Signal transduction mechanisms
2887	COG3214		L	Replication, recombination and repair
2888	COG3215		N	Cell motility
2889	COG3215		W	Extracellular structures
2890	COG3216		S	Function unknown
2891	COG3217		F	Nucleotide transport and metabolism
2892	COG3217		V	Defense mechanisms
2893	COG3218		R	General function prediction only
2894	COG3219		S	Function unknown
2895	COG3220		S	Function unknown
2896	COG3221		P	Inorganic ion transport and metabolism
2897	COG3222		S	Function unknown
2898	COG3223		R	General function prediction only
2899	COG3224		R	General function prediction only
2900	COG3225		N	Cell motility
2901	COG3226		K	Transcription
2902	COG3227		O	Posttranslational modification, protein turnover, chaperones
2903	COG3228		T	Signal transduction mechanisms
2904	COG3230		P	Inorganic ion transport and metabolism
2905	COG3231		J	Translation, ribosomal structure and biogenesis
2906	COG3232		E	Amino acid transport and metabolism
2907	COG3233		R	General function prediction only
2908	COG3234		S	Function unknown
2909	COG3235		S	Function unknown
2910	COG3236		H	Coenzyme transport and metabolism
2911	COG3236		V	Defense mechanisms
2912	COG3237		S	Function unknown
2913	COG3238		S	Function unknown
2914	COG3239		I	Lipid transport and metabolism
2915	COG3240		I	Lipid transport and metabolism
2916	COG3240		R	General function prediction only
2917	COG3241		C	Energy production and conversion
2918	COG3242		S	Function unknown
2919	COG3243		I	Lipid transport and metabolism
2920	COG3245		C	Energy production and conversion
2921	COG3246		S	Function unknown
2922	COG3247		R	General function prediction only
2923	COG3248		M	Cell wall/membrane/envelope biogenesis
2924	COG3249		S	Function unknown
2925	COG3250		G	Carbohydrate transport and metabolism
2926	COG3251		Q	Secondary metabolites biosynthesis, transport and catabolism
2927	COG3252		H	Coenzyme transport and metabolism
2928	COG3253		H	Coenzyme transport and metabolism
2929	COG3253		P	Inorganic ion transport and metabolism
2930	COG3254		M	Cell wall/membrane/envelope biogenesis
2931	COG3255		I	Lipid transport and metabolism
2932	COG3256		P	Inorganic ion transport and metabolism
2933	COG3257		F	Nucleotide transport and metabolism
2934	COG3258		P	Inorganic ion transport and metabolism
2935	COG3259		C	Energy production and conversion
2936	COG3260		C	Energy production and conversion
2937	COG3261		C	Energy production and conversion
2938	COG3262		C	Energy production and conversion
2939	COG3263		C	Energy production and conversion
2940	COG3263		P	Inorganic ion transport and metabolism
2941	COG3264		M	Cell wall/membrane/envelope biogenesis
2942	COG3265	Non-phosphorylated Entner-Doudoroff pathway	G	Carbohydrate transport and metabolism
2943	COG3266		D	Cell cycle control, cell division, chromosome partitioning
2944	COG3267		U	Intracellular trafficking, secretion, and vesicular transport
2945	COG3267		W	Extracellular structures
2946	COG3268		S	Function unknown
2947	COG3269		R	General function prediction only
2948	COG3270		J	Translation, ribosomal structure and biogenesis
2949	COG3271		U	Intracellular trafficking, secretion, and vesicular transport
2950	COG3272		S	Function unknown
2951	COG3273		R	General function prediction only
2952	COG3274		M	Cell wall/membrane/envelope biogenesis
2953	COG3275		T	Signal transduction mechanisms
2954	COG3276	Translation factors	J	Translation, ribosomal structure and biogenesis
2955	COG3277	16S rRNA modification	J	Translation, ribosomal structure and biogenesis
2956	COG3278		C	Energy production and conversion
2957	COG3279		K	Transcription
2958	COG3279		T	Signal transduction mechanisms
2959	COG3280		G	Carbohydrate transport and metabolism
2960	COG3281		G	Carbohydrate transport and metabolism
2961	COG3283		K	Transcription
2962	COG3283		E	Amino acid transport and metabolism
2963	COG3284		K	Transcription
2964	COG3285		L	Replication, recombination and repair
2965	COG3286		S	Function unknown
2966	COG3287		T	Signal transduction mechanisms
2967	COG3288		C	Energy production and conversion
2968	COG3290		T	Signal transduction mechanisms
2969	COG3291		S	Function unknown
2970	COG3292		T	Signal transduction mechanisms
2971	COG3293		X	Mobilome: prophages, transposons
2972	COG3294		R	General function prediction only
2973	COG3295		S	Function unknown
2974	COG3296		R	General function prediction only
2975	COG3297		U	Intracellular trafficking, secretion, and vesicular transport
2976	COG3298		L	Replication, recombination and repair
2977	COG3299		X	Mobilome: prophages, transposons
2978	COG3300		T	Signal transduction mechanisms
2979	COG3301		P	Inorganic ion transport and metabolism
2980	COG3302		C	Energy production and conversion
2981	COG3303		P	Inorganic ion transport and metabolism
2982	COG3304		S	Function unknown
2983	COG3305		S	Function unknown
2984	COG3306		M	Cell wall/membrane/envelope biogenesis
2985	COG3307		M	Cell wall/membrane/envelope biogenesis
2986	COG3308		S	Function unknown
2987	COG3309		V	Defense mechanisms
2988	COG3310		S	Function unknown
2989	COG3311		K	Transcription
2990	COG3311		X	Mobilome: prophages, transposons
2991	COG3312	FoF1-type ATP synthase	C	Energy production and conversion
2992	COG3313		R	General function prediction only
2993	COG3314		D	Cell cycle control, cell division, chromosome partitioning
2994	COG3314		E	Amino acid transport and metabolism
2995	COG3315		Q	Secondary metabolites biosynthesis, transport and catabolism
2996	COG3316		X	Mobilome: prophages, transposons
2997	COG3317		M	Cell wall/membrane/envelope biogenesis
2998	COG3318		S	Function unknown
2999	COG3319		Q	Secondary metabolites biosynthesis, transport and catabolism
3000	COG3320	Lysine biosynthesis	Q	Secondary metabolites biosynthesis, transport and catabolism
3001	COG3321		Q	Secondary metabolites biosynthesis, transport and catabolism
3002	COG3322		T	Signal transduction mechanisms
3003	COG3323		S	Function unknown
3004	COG3324		R	General function prediction only
3005	COG3325		G	Carbohydrate transport and metabolism
3006	COG3326		S	Function unknown
3007	COG3327		K	Transcription
3008	COG3328		X	Mobilome: prophages, transposons
3009	COG3329		S	Function unknown
3010	COG3330		S	Function unknown
3011	COG3331		R	General function prediction only
3012	COG3332		R	General function prediction only
3013	COG3333		R	General function prediction only
3014	COG3334		N	Cell motility
3015	COG3335		X	Mobilome: prophages, transposons
3016	COG3336		C	Energy production and conversion
3017	COG3336		O	Posttranslational modification, protein turnover, chaperones
3018	COG3337	CRISPR-Cas system	V	Defense mechanisms
3019	COG3338		P	Inorganic ion transport and metabolism
3020	COG3339		S	Function unknown
3021	COG3340		E	Amino acid transport and metabolism
3022	COG3341		R	General function prediction only
3023	COG3342		R	General function prediction only
3024	COG3343	RNA polymerase	K	Transcription
3025	COG3344		X	Mobilome: prophages, transposons
3026	COG3345		G	Carbohydrate transport and metabolism
3027	COG3346		O	Posttranslational modification, protein turnover, chaperones
3028	COG3347		G	Carbohydrate transport and metabolism
3029	COG3349		R	General function prediction only
3030	COG3350		P	Inorganic ion transport and metabolism
3031	COG3351		N	Cell motility
3032	COG3352		N	Cell motility
3033	COG3353		N	Cell motility
3034	COG3354		N	Cell motility
3035	COG3355		K	Transcription
3036	COG3356		I	Lipid transport and metabolism
3037	COG3357		K	Transcription
3038	COG3358		S	Function unknown
3039	COG3359		R	General function prediction only
3040	COG3360		R	General function prediction only
3041	COG3361		S	Function unknown
3042	COG3363	Purine biosynthesis	F	Nucleotide transport and metabolism
3043	COG3364		R	General function prediction only
3044	COG3365		S	Function unknown
3045	COG3366		S	Function unknown
3046	COG3367		R	General function prediction only
3047	COG3368		R	General function prediction only
3048	COG3369		S	Function unknown
3049	COG3370		R	General function prediction only
3050	COG3371		S	Function unknown
3051	COG3372		R	General function prediction only
3052	COG3373		K	Transcription
3053	COG3374		S	Function unknown
3054	COG3375		R	General function prediction only
3055	COG3376		P	Inorganic ion transport and metabolism
3056	COG3377		S	Function unknown
3057	COG3378		X	Mobilome: prophages, transposons
3058	COG3379		R	General function prediction only
3059	COG3380		R	General function prediction only
3060	COG3381		O	Posttranslational modification, protein turnover, chaperones
3061	COG3382		R	General function prediction only
3062	COG3383		R	General function prediction only
3063	COG3384		Q	Secondary metabolites biosynthesis, transport and catabolism
3064	COG3385		X	Mobilome: prophages, transposons
3065	COG3386	Non-phosphorylated Entner-Doudoroff pathway	G	Carbohydrate transport and metabolism
3066	COG3387		G	Carbohydrate transport and metabolism
3067	COG3388		K	Transcription
3068	COG3389		O	Posttranslational modification, protein turnover, chaperones
3069	COG3390		L	Replication, recombination and repair
3070	COG3391		R	General function prediction only
3071	COG3392		L	Replication, recombination and repair
3072	COG3393		R	General function prediction only
3073	COG3394		G	Carbohydrate transport and metabolism
3074	COG3395		G	Carbohydrate transport and metabolism
3075	COG3396		Q	Secondary metabolites biosynthesis, transport and catabolism
3076	COG3397		R	General function prediction only
3077	COG3398		K	Transcription
3078	COG3399		S	Function unknown
3079	COG3400		R	General function prediction only
3080	COG3401		R	General function prediction only
3081	COG3402		S	Function unknown
3082	COG3403		S	Function unknown
3083	COG3404		E	Amino acid transport and metabolism
3084	COG3405		G	Carbohydrate transport and metabolism
3085	COG3407	Isoprenoid biosynthesis	I	Lipid transport and metabolism
3086	COG3408		G	Carbohydrate transport and metabolism
3087	COG3409		M	Cell wall/membrane/envelope biogenesis
3088	COG3410		S	Function unknown
3089	COG3411	2Fe2S	C	Energy production and conversion
3090	COG3412		T	Signal transduction mechanisms
3091	COG3413		R	General function prediction only
3092	COG3414		G	Carbohydrate transport and metabolism
3093	COG3415	CRISPR-Cas system	V	Defense mechanisms
3094	COG3416		S	Function unknown
3095	COG3417		M	Cell wall/membrane/envelope biogenesis
3096	COG3418		N	Cell motility
3097	COG3418		U	Intracellular trafficking, secretion, and vesicular transport
3098	COG3419		N	Cell motility
3099	COG3419		W	Extracellular structures
3100	COG3420		P	Inorganic ion transport and metabolism
3101	COG3421		V	Defense mechanisms
3102	COG3422		S	Function unknown
3103	COG3423		K	Transcription
3104	COG3424		Q	Secondary metabolites biosynthesis, transport and catabolism
3105	COG3425	Isoprenoid biosynthesis	I	Lipid transport and metabolism
3106	COG3426		C	Energy production and conversion
3107	COG3427		C	Energy production and conversion
3108	COG3428		S	Function unknown
3109	COG3429		G	Carbohydrate transport and metabolism
3110	COG3430		N	Cell motility
3111	COG3431		S	Function unknown
3112	COG3432		K	Transcription
3113	COG3433		I	Lipid transport and metabolism
3114	COG3433		Q	Secondary metabolites biosynthesis, transport and catabolism
3115	COG3434		T	Signal transduction mechanisms
3116	COG3435		Q	Secondary metabolites biosynthesis, transport and catabolism
3117	COG3436		X	Mobilome: prophages, transposons
3118	COG3437		T	Signal transduction mechanisms
3119	COG3439		S	Function unknown
3120	COG3440		V	Defense mechanisms
3121	COG3442		R	General function prediction only
3122	COG3443		P	Inorganic ion transport and metabolism
3123	COG3444		G	Carbohydrate transport and metabolism
3124	COG3445		H	Coenzyme transport and metabolism
3125	COG3447		T	Signal transduction mechanisms
3126	COG3448		T	Signal transduction mechanisms
3127	COG3449		L	Replication, recombination and repair
3128	COG3450		R	General function prediction only
3129	COG3451		U	Intracellular trafficking, secretion, and vesicular transport
3130	COG3452		T	Signal transduction mechanisms
3131	COG3453		R	General function prediction only
3132	COG3454		P	Inorganic ion transport and metabolism
3133	COG3455		U	Intracellular trafficking, secretion, and vesicular transport
3134	COG3456		T	Signal transduction mechanisms
3135	COG3456		U	Intracellular trafficking, secretion, and vesicular transport
3136	COG3457		E	Amino acid transport and metabolism
3137	COG3458		Q	Secondary metabolites biosynthesis, transport and catabolism
3138	COG3459		G	Carbohydrate transport and metabolism
3139	COG3460		Q	Secondary metabolites biosynthesis, transport and catabolism
3140	COG3461		S	Function unknown
3141	COG3462		S	Function unknown
3142	COG3463		S	Function unknown
3143	COG3464		X	Mobilome: prophages, transposons
3144	COG3465		S	Function unknown
3145	COG3466		X	Mobilome: prophages, transposons
3146	COG3467		V	Defense mechanisms
3147	COG3468		M	Cell wall/membrane/envelope biogenesis
3148	COG3468		U	Intracellular trafficking, secretion, and vesicular transport
3149	COG3469		G	Carbohydrate transport and metabolism
3150	COG3470		M	Cell wall/membrane/envelope biogenesis
3151	COG3470		I	Lipid transport and metabolism
3152	COG3471		S	Function unknown
3153	COG3472		S	Function unknown
3154	COG3473		Q	Secondary metabolites biosynthesis, transport and catabolism
3155	COG3474		C	Energy production and conversion
3156	COG3475		I	Lipid transport and metabolism
3157	COG3476		T	Signal transduction mechanisms
3158	COG3477		S	Function unknown
3159	COG3478		R	General function prediction only
3160	COG3479		Q	Secondary metabolites biosynthesis, transport and catabolism
3161	COG3480		T	Signal transduction mechanisms
3162	COG3481	23S rRNA modification	J	Translation, ribosomal structure and biogenesis
3163	COG3482		S	Function unknown
3164	COG3483		E	Amino acid transport and metabolism
3165	COG3484		O	Posttranslational modification, protein turnover, chaperones
3166	COG3485		Q	Secondary metabolites biosynthesis, transport and catabolism
3167	COG3486		Q	Secondary metabolites biosynthesis, transport and catabolism
3168	COG3487		S	Function unknown
3169	COG3488		R	General function prediction only
3170	COG3489		R	General function prediction only
3171	COG3490		S	Function unknown
3172	COG3491		Q	Secondary metabolites biosynthesis, transport and catabolism
3173	COG3492		S	Function unknown
3174	COG3493		C	Energy production and conversion
3175	COG3494		S	Function unknown
3176	COG3495		S	Function unknown
3177	COG3496		S	Function unknown
3178	COG3497		X	Mobilome: prophages, transposons
3179	COG3498		X	Mobilome: prophages, transposons
3180	COG3499		X	Mobilome: prophages, transposons
3181	COG3500		X	Mobilome: prophages, transposons
3182	COG3501		U	Intracellular trafficking, secretion, and vesicular transport
3183	COG3501		X	Mobilome: prophages, transposons
3184	COG3501		R	General function prediction only
3185	COG3502		S	Function unknown
3186	COG3503		S	Function unknown
3187	COG3504		U	Intracellular trafficking, secretion, and vesicular transport
3188	COG3505		U	Intracellular trafficking, secretion, and vesicular transport
3189	COG3506		S	Function unknown
3190	COG3507		G	Carbohydrate transport and metabolism
3191	COG3508		Q	Secondary metabolites biosynthesis, transport and catabolism
3192	COG3509		G	Carbohydrate transport and metabolism
3193	COG3510		V	Defense mechanisms
3194	COG3511		M	Cell wall/membrane/envelope biogenesis
3195	COG3513	CRISPR-Cas system	V	Defense mechanisms
3196	COG3514		S	Function unknown
3197	COG3515		U	Intracellular trafficking, secretion, and vesicular transport
3198	COG3516		U	Intracellular trafficking, secretion, and vesicular transport
3199	COG3517		U	Intracellular trafficking, secretion, and vesicular transport
3200	COG3518		U	Intracellular trafficking, secretion, and vesicular transport
3201	COG3519		U	Intracellular trafficking, secretion, and vesicular transport
3202	COG3520		U	Intracellular trafficking, secretion, and vesicular transport
3203	COG3521		U	Intracellular trafficking, secretion, and vesicular transport
3204	COG3522		U	Intracellular trafficking, secretion, and vesicular transport
3205	COG3523		U	Intracellular trafficking, secretion, and vesicular transport
3206	COG3524		M	Cell wall/membrane/envelope biogenesis
3207	COG3525		G	Carbohydrate transport and metabolism
